Order_ID,Customer_ID,Order_Timestamp,City,Payment_Mode,Product_Category,Product_Name,Price,Discount_Percentage,Final_Price,Quantity,Total_Spend,Customer_Age_Group,Delivery_Time_Minutes,Rider_Rating
ZP108995,4298,2024-01-07 05:55:00,Mumbai,Cash,Beverages,Apple,296.41,0,296.41,3,889.23,51+,35,3.8
ZP108996,8169,2024-01-07 05:56:00,Kolkata,Debit Card,Dairy,Tomato,207.27,20,165.82,2,331.64,26-35,39,3.9
ZP108997,8823,2024-01-07 05:57:00,Bangalore,Cash,Vegetables,Butter,270.61,15,230.02,4,920.08,18-25,18,4.9
ZP108998,8565,2024-01-07 05:58:00,Delhi,UPI,Fruits,Tomato,58.65,20,46.92,3,140.76,18-25,31,4.4
ZP108999,9416,2024-01-07 05:59:00,Bangalore,Cash,Dairy,Tomato,345.25,10,310.73,5,1553.65,26-35,28,4.5
ZP109000,4864,2024-01-07 06:00:00,Bangalore,UPI,Snacks,Chips,373.83,20,299.06,5,1495.3,51+,34,4.8
ZP109001,6917,2024-01-07 06:01:00,Chennai,Debit Card,Bakery,Butter,88.92,15,75.58,2,151.16,26-35,26,4.5
ZP109002,4165,2024-01-07 06:02:00,Bangalore,Debit Card,Fruits,Butter,297.38,10,267.64,2,535.28,36-50,32,4.6
ZP109003,3364,2024-01-07 06:03:00,Mumbai,Credit Card,Snacks,Apple,156.18,15,132.75,2,265.5,18-25,32,4.0
ZP109004,2269,2024-01-07 06:04:00,Mumbai,UPI,Vegetables,Tomato,84.96,5,80.71,3,242.13,51+,34,3.5
ZP109005,1858,2024-01-07 06:05:00,Delhi,Cash,Beverages,Juice,24.21,10,21.79,3,65.37,51+,21,4.7
ZP109006,1058,2024-01-07 06:06:00,Delhi,Credit Card,Fruits,Milk,399.07,0,399.07,3,1197.21,51+,23,3.7
ZP109007,8969,2024-01-07 06:07:00,Kolkata,Credit Card,Bakery,Apple,386.45,25,289.84,5,1449.2,36-50,17,3.5
ZP109008,3578,2024-01-07 06:08:00,Bangalore,Debit Card,Dairy,Tomato,185.4,15,157.59,2,315.18,36-50,16,3.8
ZP109009,6656,2024-01-07 06:09:00,Delhi,Credit Card,Snacks,Apple,299.85,25,224.89,1,224.89,51+,19,4.8
ZP109010,1248,2024-01-07 06:10:00,Delhi,Credit Card,Fruits,Juice,363.66,10,327.29,5,1636.45,26-35,44,4.1
ZP109011,5881,2024-01-07 06:11:00,Chennai,UPI,Snacks,Chips,445.14,25,333.86,4,1335.44,36-50,13,3.6
ZP109012,8413,2024-01-07 06:12:00,Chennai,Debit Card,Bakery,Tomato,221.91,0,221.91,1,221.91,26-35,16,3.5
ZP109013,7177,2024-01-07 06:13:00,Mumbai,UPI,Dairy,Tomato,101.37,20,81.1,4,324.4,18-25,24,3.6
ZP109014,2110,2024-01-07 06:14:00,Kolkata,Credit Card,Dairy,Tomato,64.11,5,60.9,5,304.5,51+,25,4.3
ZP109015,7719,2024-01-07 06:15:00,Kolkata,UPI,Beverages,Tomato,457.8,10,412.02,1,412.02,26-35,29,4.2
ZP109016,7991,2024-01-07 06:16:00,Kolkata,Credit Card,Bakery,Milk,256.91,25,192.68,1,192.68,18-25,12,4.3
ZP109017,9549,2024-01-07 06:17:00,Mumbai,Cash,Snacks,Bread,461.01,0,461.01,5,2305.05,51+,36,4.8
ZP109018,4530,2024-01-07 06:18:00,Kolkata,Debit Card,Vegetables,Juice,446.9,0,446.9,1,446.9,51+,22,3.6
ZP109019,6532,2024-01-07 06:19:00,Chennai,Cash,Dairy,Apple,80.01,20,64.01,2,128.02,36-50,18,4.0
ZP109020,3989,2024-01-07 06:20:00,Delhi,UPI,Fruits,Milk,429.02,15,364.67,5,1823.35,51+,18,4.0
ZP109021,2656,2024-01-07 06:21:00,Kolkata,Debit Card,Snacks,Bread,43.56,5,41.38,1,41.38,51+,20,3.8
ZP109022,4315,2024-01-07 06:22:00,Kolkata,UPI,Fruits,Chips,214.98,25,161.23,5,806.15,26-35,14,4.8
ZP109023,6603,2024-01-07 06:23:00,Kolkata,Cash,Bakery,Juice,454.64,15,386.44,3,1159.32,51+,21,4.9
ZP109024,2154,2024-01-07 06:24:00,Delhi,UPI,Beverages,Bread,216.86,15,184.33,4,737.32,26-35,43,4.1
ZP109025,3156,2024-01-07 06:25:00,Kolkata,UPI,Dairy,Bread,384.67,15,326.97,2,653.94,26-35,39,4.3
ZP109026,9571,2024-01-07 06:26:00,Delhi,UPI,Snacks,Tomato,326.21,15,277.28,2,554.56,26-35,18,3.9
ZP109027,2861,2024-01-07 06:27:00,Delhi,Debit Card,Dairy,Juice,143.58,0,143.58,4,574.32,18-25,23,3.6
ZP109028,1684,2024-01-07 06:28:00,Kolkata,Cash,Beverages,Chips,239.63,0,239.63,3,718.89,18-25,26,4.3
ZP109029,5490,2024-01-07 06:29:00,Chennai,Credit Card,Snacks,Chips,172.3,15,146.46,2,292.92,18-25,25,3.8
ZP109030,8293,2024-01-07 06:30:00,Delhi,UPI,Snacks,Chips,170.23,20,136.18,2,272.36,36-50,18,4.9
ZP109031,3857,2024-01-07 06:31:00,Chennai,UPI,Fruits,Juice,174.45,15,148.28,3,444.84,18-25,43,4.6
ZP109032,2854,2024-01-07 06:32:00,Kolkata,Credit Card,Vegetables,Chips,369.33,0,369.33,5,1846.65,51+,13,4.5
ZP109033,2934,2024-01-07 06:33:00,Chennai,Cash,Snacks,Chips,306.82,25,230.12,5,1150.6,36-50,20,4.9
ZP109034,9372,2024-01-07 06:34:00,Kolkata,Credit Card,Bakery,Milk,424.61,15,360.92,4,1443.68,18-25,30,4.5
ZP109035,9558,2024-01-07 06:35:00,Bangalore,Debit Card,Dairy,Milk,445.87,0,445.87,5,2229.35,36-50,28,4.1
ZP109036,3152,2024-01-07 06:36:00,Kolkata,Debit Card,Snacks,Tomato,293.88,0,293.88,5,1469.4,18-25,26,4.3
ZP109037,1444,2024-01-07 06:37:00,Delhi,Cash,Snacks,Apple,383.01,25,287.26,1,287.26,51+,24,4.8
ZP109038,6487,2024-01-07 06:38:00,Kolkata,UPI,Fruits,Butter,209.95,20,167.96,1,167.96,18-25,25,3.6
ZP109039,2168,2024-01-07 06:39:00,Mumbai,Debit Card,Vegetables,Butter,120.98,10,108.88,4,435.52,26-35,26,3.9
ZP109040,3385,2024-01-07 06:40:00,Mumbai,Credit Card,Vegetables,Butter,399.99,20,319.99,5,1599.95,26-35,44,4.9
ZP109041,2529,2024-01-07 06:41:00,Chennai,UPI,Snacks,Juice,124.79,10,112.31,3,336.93,26-35,24,4.6
ZP109042,3497,2024-01-07 06:42:00,Kolkata,Cash,Vegetables,Tomato,358.66,0,358.66,1,358.66,36-50,26,4.9
ZP109043,3322,2024-01-07 06:43:00,Kolkata,Debit Card,Fruits,Apple,191.03,15,162.38,4,649.52,18-25,35,4.9
ZP109044,6458,2024-01-07 06:44:00,Chennai,Debit Card,Dairy,Bread,265.65,0,265.65,3,796.95,18-25,12,4.0
ZP109045,5086,2024-01-07 06:45:00,Delhi,Debit Card,Dairy,Tomato,139.54,25,104.66,4,418.64,26-35,10,4.4
ZP109046,1719,2024-01-07 06:46:00,Kolkata,Debit Card,Dairy,Chips,340.48,20,272.38,5,1361.9,51+,34,4.0
ZP109047,2238,2024-01-07 06:47:00,Kolkata,UPI,Beverages,Bread,457.6,5,434.72,4,1738.88,36-50,30,4.5
ZP109048,8300,2024-01-07 06:48:00,Kolkata,UPI,Fruits,Juice,336.66,25,252.5,5,1262.5,51+,25,4.4
ZP109049,2530,2024-01-07 06:49:00,Delhi,UPI,Snacks,Tomato,27.67,15,23.52,1,23.52,18-25,18,4.6
ZP109050,7819,2024-01-07 06:50:00,Delhi,Cash,Bakery,Apple,424.11,15,360.49,4,1441.96,26-35,41,4.1
ZP109051,3202,2024-01-07 06:51:00,Chennai,UPI,Snacks,Bread,54.43,20,43.54,5,217.7,36-50,32,4.6
ZP109052,1363,2024-01-07 06:52:00,Delhi,Cash,Beverages,Milk,49.79,5,47.3,3,141.9,51+,34,4.7
ZP109053,2972,2024-01-07 06:53:00,Bangalore,UPI,Snacks,Apple,323.38,20,258.7,3,776.1,26-35,42,5.0
ZP109054,2992,2024-01-07 06:54:00,Delhi,Credit Card,Fruits,Chips,499.7,15,424.74,3,1274.22,36-50,43,4.0
ZP109055,5210,2024-01-07 06:55:00,Bangalore,Cash,Dairy,Juice,99.18,20,79.34,3,238.02,51+,22,4.5
ZP109056,6873,2024-01-07 06:56:00,Kolkata,UPI,Fruits,Chips,146.7,5,139.36,5,696.8,51+,31,4.9
ZP109057,4277,2024-01-07 06:57:00,Delhi,Debit Card,Vegetables,Chips,172.3,25,129.23,5,646.15,18-25,32,4.3
ZP109058,6466,2024-01-07 06:58:00,Delhi,Cash,Snacks,Bread,234.77,5,223.03,3,669.09,51+,21,3.6
ZP109059,4433,2024-01-07 06:59:00,Bangalore,UPI,Beverages,Tomato,78.17,5,74.26,5,371.3,18-25,28,4.2
ZP109060,2789,2024-01-07 07:00:00,Bangalore,Cash,Dairy,Tomato,347.47,20,277.98,1,277.98,51+,43,4.9
ZP109061,3998,2024-01-07 07:01:00,Mumbai,Credit Card,Snacks,Butter,67.5,10,60.75,2,121.5,18-25,26,4.3
ZP109062,6751,2024-01-07 07:02:00,Bangalore,Credit Card,Snacks,Bread,478.36,0,478.36,2,956.72,36-50,32,3.9
ZP109063,4206,2024-01-07 07:03:00,Mumbai,UPI,Vegetables,Apple,308.39,25,231.29,3,693.87,26-35,17,3.6
ZP109064,7804,2024-01-07 07:04:00,Chennai,Debit Card,Beverages,Juice,360.46,10,324.41,2,648.82,26-35,37,4.3
ZP109065,3072,2024-01-07 07:05:00,Bangalore,Credit Card,Fruits,Juice,414.41,5,393.69,1,393.69,36-50,15,4.9
ZP109066,2034,2024-01-07 07:06:00,Mumbai,Credit Card,Snacks,Butter,133.44,5,126.77,1,126.77,36-50,42,4.9
ZP109067,3576,2024-01-07 07:07:00,Bangalore,UPI,Beverages,Tomato,190.37,20,152.3,5,761.5,36-50,35,4.7
ZP109068,6623,2024-01-07 07:08:00,Delhi,Credit Card,Fruits,Bread,130.6,20,104.48,1,104.48,36-50,30,4.4
ZP109069,2225,2024-01-07 07:09:00,Kolkata,Cash,Beverages,Tomato,190.44,0,190.44,1,190.44,26-35,42,4.8
ZP109070,5603,2024-01-07 07:10:00,Chennai,Cash,Bakery,Apple,441.31,15,375.11,5,1875.55,36-50,37,3.7
ZP109071,9715,2024-01-07 07:11:00,Chennai,Credit Card,Dairy,Butter,385.95,5,366.65,1,366.65,51+,23,4.7
ZP109072,5335,2024-01-07 07:12:00,Bangalore,UPI,Dairy,Chips,172.53,25,129.4,4,517.6,18-25,31,4.5
ZP109073,3196,2024-01-07 07:13:00,Delhi,Cash,Snacks,Apple,262.71,15,223.3,1,223.3,36-50,31,3.9
ZP109074,2814,2024-01-07 07:14:00,Kolkata,Debit Card,Beverages,Chips,446.51,0,446.51,4,1786.04,36-50,25,5.0
ZP109075,9474,2024-01-07 07:15:00,Delhi,UPI,Fruits,Butter,178.96,25,134.22,5,671.1,36-50,32,4.4
ZP109076,4866,2024-01-07 07:16:00,Kolkata,Debit Card,Dairy,Apple,302.54,20,242.03,5,1210.15,18-25,27,3.9
ZP109077,8525,2024-01-07 07:17:00,Kolkata,UPI,Vegetables,Juice,453.58,20,362.86,4,1451.44,18-25,29,4.9
ZP109078,6919,2024-01-07 07:18:00,Bangalore,Debit Card,Snacks,Juice,428.61,20,342.89,3,1028.67,51+,21,3.9
ZP109079,2380,2024-01-07 07:19:00,Chennai,UPI,Snacks,Juice,145.59,20,116.47,1,116.47,18-25,44,5.0
ZP109080,5310,2024-01-07 07:20:00,Delhi,Cash,Fruits,Bread,314.59,15,267.4,2,534.8,51+,21,4.5
ZP109081,1999,2024-01-07 07:21:00,Kolkata,Credit Card,Vegetables,Juice,498.68,15,423.88,2,847.76,36-50,33,4.3
ZP109082,4672,2024-01-07 07:22:00,Delhi,UPI,Beverages,Bread,261.12,15,221.95,1,221.95,26-35,14,4.1
ZP109083,1710,2024-01-07 07:23:00,Delhi,Debit Card,Snacks,Milk,478.83,25,359.12,4,1436.48,36-50,31,4.0
ZP109084,9982,2024-01-07 07:24:00,Kolkata,Cash,Bakery,Milk,244.93,15,208.19,4,832.76,18-25,13,4.2
ZP109085,8379,2024-01-07 07:25:00,Delhi,UPI,Bakery,Juice,27.39,20,21.91,1,21.91,51+,20,3.8
ZP109086,1564,2024-01-07 07:26:00,Kolkata,Credit Card,Bakery,Juice,45.6,10,41.04,3,123.12,36-50,41,4.5
ZP109087,3444,2024-01-07 07:27:00,Delhi,Debit Card,Fruits,Juice,234.84,10,211.36,2,422.72,51+,23,4.4
ZP109088,6836,2024-01-07 07:28:00,Bangalore,Debit Card,Dairy,Bread,65.07,5,61.82,2,123.64,26-35,41,4.4
ZP109089,2142,2024-01-07 07:29:00,Delhi,Debit Card,Fruits,Chips,308.77,0,308.77,1,308.77,26-35,21,3.8
ZP109090,2566,2024-01-07 07:30:00,Kolkata,UPI,Dairy,Milk,325.87,5,309.58,1,309.58,18-25,43,3.5
ZP109091,8660,2024-01-07 07:31:00,Delhi,Debit Card,Fruits,Milk,473.36,10,426.02,3,1278.06,36-50,10,3.8
ZP109092,1799,2024-01-07 07:32:00,Mumbai,UPI,Beverages,Juice,484.09,20,387.27,4,1549.08,18-25,41,4.6
ZP109093,1414,2024-01-07 07:33:00,Bangalore,Debit Card,Snacks,Juice,185.44,5,176.17,3,528.51,18-25,25,3.7
ZP109094,8494,2024-01-07 07:34:00,Kolkata,Credit Card,Beverages,Tomato,339.32,10,305.39,1,305.39,36-50,30,4.3
ZP109095,8054,2024-01-07 07:35:00,Bangalore,Debit Card,Snacks,Tomato,337.58,10,303.82,4,1215.28,36-50,23,4.7
ZP109096,2609,2024-01-07 07:36:00,Bangalore,Cash,Dairy,Juice,125.82,20,100.66,3,301.98,18-25,14,4.5
ZP109097,3571,2024-01-07 07:37:00,Kolkata,UPI,Snacks,Apple,495.57,10,446.01,4,1784.04,26-35,32,4.6
ZP109098,3629,2024-01-07 07:38:00,Chennai,Debit Card,Fruits,Juice,273.51,0,273.51,4,1094.04,36-50,12,3.7
ZP109099,1059,2024-01-07 07:39:00,Delhi,Credit Card,Bakery,Juice,200.79,15,170.67,4,682.68,18-25,29,4.5
ZP109100,5291,2024-01-07 07:40:00,Mumbai,Cash,Snacks,Tomato,304.29,10,273.86,2,547.72,36-50,27,4.4
ZP109101,3787,2024-01-07 07:41:00,Kolkata,UPI,Dairy,Chips,313.57,10,282.21,5,1411.05,36-50,18,3.9
ZP109102,9209,2024-01-07 07:42:00,Kolkata,UPI,Beverages,Milk,246.02,20,196.82,1,196.82,36-50,17,4.6
ZP109103,5148,2024-01-07 07:43:00,Mumbai,Cash,Bakery,Chips,137.06,15,116.5,3,349.5,51+,40,3.8
ZP109104,8165,2024-01-07 07:44:00,Kolkata,Debit Card,Dairy,Bread,113.27,25,84.95,2,169.9,51+,20,4.0
ZP109105,4545,2024-01-07 07:45:00,Delhi,UPI,Vegetables,Bread,418.41,20,334.73,4,1338.92,18-25,11,4.7
ZP109106,3847,2024-01-07 07:46:00,Delhi,Debit Card,Vegetables,Milk,459.69,5,436.71,4,1746.84,26-35,30,3.6
ZP109107,3893,2024-01-07 07:47:00,Chennai,Credit Card,Beverages,Bread,496.36,5,471.54,4,1886.16,26-35,23,3.5
ZP109108,5149,2024-01-07 07:48:00,Delhi,UPI,Dairy,Butter,185.67,10,167.1,5,835.5,26-35,35,4.0
ZP109109,4519,2024-01-07 07:49:00,Delhi,UPI,Bakery,Milk,320.59,20,256.47,1,256.47,51+,43,4.7
ZP109110,6257,2024-01-07 07:50:00,Mumbai,Credit Card,Bakery,Chips,236.51,20,189.21,2,378.42,18-25,27,4.7
ZP109111,4201,2024-01-07 07:51:00,Mumbai,UPI,Fruits,Bread,442.79,5,420.65,4,1682.6,26-35,25,3.5
ZP109112,4462,2024-01-07 07:52:00,Chennai,UPI,Fruits,Butter,281.21,5,267.15,1,267.15,26-35,20,4.4
ZP109113,5135,2024-01-07 07:53:00,Chennai,UPI,Snacks,Apple,40.0,5,38.0,5,190.0,18-25,22,4.1
ZP109114,6807,2024-01-07 07:54:00,Bangalore,Cash,Fruits,Juice,63.11,10,56.8,1,56.8,26-35,27,4.9
ZP109115,1783,2024-01-07 07:55:00,Delhi,Cash,Bakery,Bread,230.43,10,207.39,3,622.17,26-35,18,4.8
ZP109116,8593,2024-01-07 07:56:00,Chennai,Cash,Fruits,Apple,363.99,10,327.59,2,655.18,18-25,11,3.9
ZP109117,1331,2024-01-07 07:57:00,Delhi,Cash,Bakery,Chips,221.89,0,221.89,5,1109.45,36-50,15,3.9
ZP109118,8039,2024-01-07 07:58:00,Mumbai,Debit Card,Fruits,Juice,467.22,10,420.5,3,1261.5,51+,30,3.6
ZP109119,7575,2024-01-07 07:59:00,Mumbai,Cash,Dairy,Tomato,479.26,10,431.33,5,2156.65,26-35,35,4.5
ZP109120,6998,2024-01-07 08:00:00,Chennai,UPI,Vegetables,Juice,334.63,15,284.44,3,853.32,36-50,22,4.6
ZP109121,6909,2024-01-07 08:01:00,Chennai,UPI,Snacks,Milk,65.5,25,49.12,3,147.36,36-50,20,3.6
ZP109122,6004,2024-01-07 08:02:00,Chennai,Cash,Beverages,Butter,252.21,0,252.21,2,504.42,36-50,37,3.6
ZP109123,9147,2024-01-07 08:03:00,Delhi,Cash,Vegetables,Milk,123.77,10,111.39,3,334.17,36-50,37,4.1
ZP109124,8625,2024-01-07 08:04:00,Bangalore,UPI,Beverages,Milk,255.44,5,242.67,5,1213.35,51+,14,4.0
ZP109125,7434,2024-01-07 08:05:00,Kolkata,Debit Card,Snacks,Bread,488.65,20,390.92,1,390.92,51+,13,4.7
ZP109126,7556,2024-01-07 08:06:00,Bangalore,Credit Card,Fruits,Tomato,247.89,20,198.31,2,396.62,26-35,40,3.6
ZP109127,2111,2024-01-07 08:07:00,Mumbai,Credit Card,Snacks,Milk,315.94,25,236.96,4,947.84,26-35,43,3.6
ZP109128,1374,2024-01-07 08:08:00,Delhi,Debit Card,Bakery,Bread,452.52,0,452.52,3,1357.56,36-50,18,4.4
ZP109129,4197,2024-01-07 08:09:00,Chennai,UPI,Vegetables,Tomato,312.81,0,312.81,5,1564.05,26-35,21,3.8
ZP109130,4933,2024-01-07 08:10:00,Chennai,Debit Card,Vegetables,Milk,315.38,20,252.3,2,504.6,51+,27,4.9
ZP109131,7066,2024-01-07 08:11:00,Mumbai,UPI,Vegetables,Apple,256.29,15,217.85,2,435.7,51+,16,4.4
ZP109132,7079,2024-01-07 08:12:00,Chennai,Cash,Beverages,Tomato,168.89,0,168.89,5,844.45,26-35,37,3.8
ZP109133,5224,2024-01-07 08:13:00,Delhi,Credit Card,Snacks,Butter,393.0,25,294.75,4,1179.0,18-25,26,4.3
ZP109134,1198,2024-01-07 08:14:00,Delhi,Credit Card,Fruits,Chips,348.44,25,261.33,5,1306.65,36-50,42,4.8
ZP109135,2661,2024-01-07 08:15:00,Bangalore,Cash,Vegetables,Milk,45.98,20,36.78,5,183.9,51+,36,4.7
ZP109136,8491,2024-01-07 08:16:00,Kolkata,Debit Card,Fruits,Butter,497.06,10,447.35,3,1342.05,26-35,22,4.1
ZP109137,9371,2024-01-07 08:17:00,Delhi,Debit Card,Snacks,Milk,106.36,20,85.09,1,85.09,36-50,32,5.0
ZP109138,7268,2024-01-07 08:18:00,Delhi,Cash,Bakery,Chips,441.43,15,375.22,2,750.44,36-50,39,4.7
ZP109139,9920,2024-01-07 08:19:00,Chennai,Debit Card,Fruits,Juice,342.81,15,291.39,1,291.39,36-50,28,3.6
ZP109140,1302,2024-01-07 08:20:00,Chennai,UPI,Vegetables,Milk,211.03,20,168.82,2,337.64,18-25,40,3.6
ZP109141,4562,2024-01-07 08:21:00,Chennai,Debit Card,Beverages,Juice,377.09,20,301.67,2,603.34,36-50,42,4.3
ZP109142,1085,2024-01-07 08:22:00,Delhi,Cash,Fruits,Apple,338.26,20,270.61,5,1353.05,51+,42,4.7
ZP109143,4777,2024-01-07 08:23:00,Mumbai,Debit Card,Vegetables,Apple,195.73,25,146.8,1,146.8,18-25,15,4.0
ZP109144,9793,2024-01-07 08:24:00,Kolkata,Debit Card,Dairy,Chips,323.25,10,290.92,2,581.84,36-50,17,4.6
ZP109145,8664,2024-01-07 08:25:00,Kolkata,UPI,Vegetables,Tomato,55.1,15,46.84,4,187.36,36-50,43,4.1
ZP109146,3686,2024-01-07 08:26:00,Chennai,Cash,Bakery,Tomato,121.54,20,97.23,4,388.92,18-25,23,3.6
ZP109147,5397,2024-01-07 08:27:00,Mumbai,Cash,Snacks,Juice,431.22,20,344.98,5,1724.9,18-25,13,4.3
ZP109148,6051,2024-01-07 08:28:00,Kolkata,Cash,Dairy,Tomato,356.53,0,356.53,4,1426.12,36-50,19,3.5
ZP109149,5301,2024-01-07 08:29:00,Bangalore,Cash,Vegetables,Tomato,64.09,0,64.09,5,320.45,51+,22,4.5
ZP109150,9697,2024-01-07 08:30:00,Delhi,Cash,Bakery,Chips,262.43,20,209.94,3,629.82,36-50,14,4.9
ZP109151,8321,2024-01-07 08:31:00,Chennai,Credit Card,Beverages,Juice,436.46,15,370.99,3,1112.97,18-25,43,4.6
ZP109152,8532,2024-01-07 08:32:00,Chennai,Cash,Vegetables,Apple,182.16,0,182.16,3,546.48,36-50,18,4.8
ZP109153,6074,2024-01-07 08:33:00,Chennai,Debit Card,Snacks,Bread,324.2,25,243.15,4,972.6,26-35,19,4.0
ZP109154,8579,2024-01-07 08:34:00,Kolkata,Cash,Vegetables,Juice,226.54,10,203.89,3,611.67,51+,13,4.2
ZP109155,4828,2024-01-07 08:35:00,Kolkata,UPI,Bakery,Tomato,187.37,0,187.37,3,562.11,51+,42,4.1
ZP109156,4613,2024-01-07 08:36:00,Mumbai,Debit Card,Vegetables,Juice,187.4,15,159.29,2,318.58,18-25,11,3.9
ZP109157,6143,2024-01-07 08:37:00,Kolkata,Credit Card,Dairy,Apple,39.45,0,39.45,4,157.8,18-25,18,3.7
ZP109158,5505,2024-01-07 08:38:00,Bangalore,Debit Card,Fruits,Bread,144.48,20,115.58,3,346.74,36-50,11,4.3
ZP109159,3862,2024-01-07 08:39:00,Chennai,Debit Card,Snacks,Juice,392.37,10,353.13,3,1059.39,51+,13,4.3
ZP109160,3652,2024-01-07 08:40:00,Delhi,Debit Card,Bakery,Chips,451.28,15,383.59,5,1917.95,51+,10,3.7
ZP109161,9870,2024-01-07 08:41:00,Chennai,Credit Card,Bakery,Juice,383.38,20,306.7,1,306.7,26-35,21,4.3
ZP109162,4471,2024-01-07 08:42:00,Kolkata,Debit Card,Beverages,Butter,270.83,15,230.21,4,920.84,26-35,41,4.7
ZP109163,9796,2024-01-07 08:43:00,Kolkata,Debit Card,Fruits,Bread,263.54,10,237.19,4,948.76,36-50,39,4.1
ZP109164,4819,2024-01-07 08:44:00,Delhi,Debit Card,Beverages,Butter,492.88,0,492.88,3,1478.64,18-25,40,4.9
ZP109165,7248,2024-01-07 08:45:00,Mumbai,Debit Card,Vegetables,Tomato,343.76,20,275.01,5,1375.05,36-50,10,4.5
ZP109166,6699,2024-01-07 08:46:00,Delhi,UPI,Dairy,Milk,325.64,25,244.23,3,732.69,51+,44,4.7
ZP109167,9966,2024-01-07 08:47:00,Kolkata,UPI,Dairy,Tomato,79.21,25,59.41,3,178.23,26-35,31,4.5
ZP109168,1996,2024-01-07 08:48:00,Delhi,Credit Card,Snacks,Juice,127.04,25,95.28,3,285.84,51+,44,4.9
ZP109169,7305,2024-01-07 08:49:00,Delhi,Credit Card,Vegetables,Apple,373.2,10,335.88,2,671.76,51+,39,4.2
ZP109170,1928,2024-01-07 08:50:00,Kolkata,Cash,Beverages,Juice,141.59,5,134.51,3,403.53,51+,44,4.7
ZP109171,4516,2024-01-07 08:51:00,Mumbai,Debit Card,Vegetables,Bread,318.48,20,254.78,4,1019.12,18-25,37,4.0
ZP109172,6112,2024-01-07 08:52:00,Kolkata,UPI,Beverages,Butter,32.2,25,24.15,3,72.45,36-50,11,4.6
ZP109173,9838,2024-01-07 08:53:00,Kolkata,Credit Card,Vegetables,Tomato,101.86,10,91.67,2,183.34,26-35,26,5.0
ZP109174,5079,2024-01-07 08:54:00,Delhi,Cash,Fruits,Apple,254.83,5,242.09,4,968.36,36-50,44,3.5
ZP109175,7234,2024-01-07 08:55:00,Bangalore,Debit Card,Dairy,Tomato,236.84,5,225.0,4,900.0,26-35,44,4.1
ZP109176,6819,2024-01-07 08:56:00,Chennai,UPI,Beverages,Bread,271.42,10,244.28,2,488.56,36-50,10,4.1
ZP109177,5839,2024-01-07 08:57:00,Kolkata,Credit Card,Vegetables,Apple,191.76,0,191.76,4,767.04,36-50,29,4.4
ZP109178,6795,2024-01-07 08:58:00,Mumbai,UPI,Bakery,Juice,383.1,5,363.94,1,363.94,18-25,25,4.3
ZP109179,4765,2024-01-07 08:59:00,Kolkata,Cash,Bakery,Milk,227.54,0,227.54,3,682.62,36-50,24,3.9
ZP109180,5995,2024-01-07 09:00:00,Chennai,UPI,Vegetables,Chips,103.21,15,87.73,3,263.19,26-35,20,3.9
ZP109181,1239,2024-01-07 09:01:00,Chennai,Credit Card,Fruits,Milk,77.27,20,61.82,2,123.64,26-35,13,3.7
ZP109182,7258,2024-01-07 09:02:00,Chennai,Debit Card,Beverages,Milk,474.99,20,379.99,3,1139.97,51+,30,3.8
ZP109183,1403,2024-01-07 09:03:00,Chennai,Credit Card,Snacks,Milk,21.44,15,18.22,4,72.88,18-25,35,4.6
ZP109184,3896,2024-01-07 09:04:00,Kolkata,Cash,Vegetables,Bread,240.82,5,228.78,3,686.34,51+,11,4.4
ZP109185,1343,2024-01-07 09:05:00,Mumbai,Cash,Dairy,Apple,180.62,10,162.56,5,812.8,18-25,37,3.7
ZP109186,5986,2024-01-07 09:06:00,Chennai,Credit Card,Dairy,Chips,76.04,25,57.03,2,114.06,18-25,40,4.7
ZP109187,4882,2024-01-07 09:07:00,Kolkata,Cash,Vegetables,Chips,148.32,25,111.24,4,444.96,51+,35,3.9
ZP109188,1600,2024-01-07 09:08:00,Mumbai,Debit Card,Snacks,Apple,20.92,10,18.83,2,37.66,51+,11,4.3
ZP109189,3669,2024-01-07 09:09:00,Kolkata,Credit Card,Beverages,Apple,242.87,25,182.15,1,182.15,26-35,36,3.7
ZP109190,3464,2024-01-07 09:10:00,Kolkata,UPI,Beverages,Tomato,373.16,5,354.5,5,1772.5,51+,25,4.0
ZP109191,7805,2024-01-07 09:11:00,Delhi,UPI,Vegetables,Tomato,370.64,25,277.98,3,833.94,36-50,10,3.7
ZP109192,9220,2024-01-07 09:12:00,Kolkata,Credit Card,Snacks,Bread,486.11,5,461.8,4,1847.2,51+,11,3.9
ZP109193,4155,2024-01-07 09:13:00,Chennai,Debit Card,Snacks,Butter,49.11,10,44.2,2,88.4,36-50,39,5.0
ZP109194,8509,2024-01-07 09:14:00,Mumbai,Credit Card,Snacks,Bread,269.09,25,201.82,3,605.46,36-50,21,4.1
ZP109195,6221,2024-01-07 09:15:00,Bangalore,Debit Card,Snacks,Milk,102.61,25,76.96,1,76.96,18-25,32,4.4
ZP109196,8376,2024-01-07 09:16:00,Mumbai,UPI,Snacks,Butter,61.01,20,48.81,2,97.62,26-35,12,3.7
ZP109197,9006,2024-01-07 09:17:00,Kolkata,UPI,Bakery,Juice,308.86,15,262.53,5,1312.65,18-25,33,3.5
ZP109198,7161,2024-01-07 09:18:00,Chennai,Credit Card,Beverages,Juice,229.88,25,172.41,5,862.05,51+,35,3.6
